ORCID,full_name,given_name,family_name,credit_name,status_code,error
0000-0001-5631-3469,SHAKSON ISAAC,SHAKSON,ISAAC,,200,
0000-0001-5633-8746,Nicole Pecora,Nicole,Pecora,,200,
0000-0001-5636-7846,Daniel Witvliet,Daniel,Witvliet,,200,
0000-0001-5638-5593,Hai-Jun Liu,Haijun,Liu,Hai-Jun Liu,200,
0000-0001-5638-9631,Camille V. Phaneuf-Hadd,Camille,Phaneuf-Hadd,Camille V. Phaneuf-Hadd,200,
0000-0001-5639-4182,Anna Hartmann,Anna,Hartmann,,200,
0000-0001-5641-8893,Raphaëlle Khan,Raphaëlle,Khan,,200,
0000-0001-5642-5436,Jialan Shi,Jialan,Shi,,200,
0000-0001-5643-1510,Franchesca Castro Ramirez,Franchesca,Castro Ramirez,Franchesca Castro Ramirez,200,
0000-0001-5645-7534,Meira Levinson,Meira,Levinson,,200,
0000-0001-5647-2822,Michele Bevilacqua,Michele,Bevilacqua,,200,
0000-0001-5652-9868,Meital Reches,Meital,Reches,,200,
0000-0001-5657-2655,Jan Suski,Jan,Suski,,200,
0000-0001-5657-2970,George R Seage III,George R,Seage III,George R Seage III,200,
0000-0001-5659-0298,Freda B. Lynn,Freda,Lynn,Freda B. Lynn,200,
0000-0001-5661-0658,Jasmijn Baaijens,Jasmijn,Baaijens,,200,
0000-0001-5661-1714,Linda Hsieh-Wilson,Linda,Hsieh-Wilson,,200,
0000-0001-5662-6908,Cheng-Chia Tsai,Cheng-Chia,Tsai,,200,
0000-0001-5664-2764,Jai K Khurana,Jai,Khurana,Jai K Khurana,200,
0000-0001-5666-3485,Sunah Choi,Sunah,Choi,,200,
0000-0001-5667-1979,Takafumi Nakano,Takafumi,Nakano,,200,
0000-0001-5668-3427,Bing Wang,Bing,Wang,Bing Wang,200,
0000-0001-5670-0004,Colin Fredericks,Colin,Fredericks,,200,
0000-0001-5670-8778,Alex K. Shalek,Alex K.,Shalek (He/Him),Alex K. Shalek,200,
0000-0001-5672-6730,Yuhki Tajima,Yuhki,Tajima,,200,
0000-0001-5672-7506,Cristina Herren,Cristina,Herren,,200,
0000-0001-5674-6950,Dominique-Esther Seroussi,Dominique-Esther,Seroussi,,200,
0000-0001-5675-3042,Thomas Lyman,Thomas,Lyman,,200,
0000-0001-5680-345X,Alan Y. Hsu,Alan,Hsu,Alan Y. Hsu,200,
0000-0001-5682-0209,Abhinav Kaushik,Abhinav,Kaushik,,200,
0000-0001-5683-8759,Shiro Furuya,Shiro,Furuya,,200,
0000-0001-5684-4585,Sílvia Casacuberta,Sílvia,Casacuberta,,200,
0000-0001-5685-8303,Francesca Gori,Francesca,Gori,,200,
0000-0001-5686-9651,Sang-Kee Choi,Sang-Kee,Choi,,200,
0000-0001-5687-4186,Suely  Fazio Ferraciolli,Suely ,Fazio Ferraciolli,,200,
0000-0001-5688-5678,Valerie Gutmann Koch,Valerie Gutmann,Koch,,200,
0000-0001-5689-0055,Amit K. Scheer,Amit,Scheer,Amit K. Scheer,200,
0000-0001-5689-0426,Heather Kosakowski,Heather,Kosakowski,,200,
0000-0001-5691-4459,Marcus Sak,Marcus,Sak,,200,
0000-0001-5691-6665,Aidin Masoudi,Aidin,Masoudi,,200,
0000-0001-5692-9781,Maria Segui-Gomez,Maria,Segui-Gomez,,200,
0000-0001-5693-3764,Raz Banosian,Raz,Banosian,,200,
0000-0001-5694-2441,Zhiyuan Wu,Zhiyuan,Wu,,200,
0000-0001-5697-3336,Sara R. Price,Sara,Price,Sara R. Price,200,
0000-0001-5697-7118,Fatma Gomaa,Fatma,Gomaa,,200,
0000-0001-5705-0023,Silvia J Canas-Duarte,Silvia J,Canas-Duarte,,200,
0000-0001-5709-2311,Sarah (Soyeon) Oh,Sarah,Oh,Sarah (Soyeon) Oh,200,
0000-0001-5710-1222,susan pashman,susan,pashman,,200,
0000-0001-5716-1444,Jacob Ellen,Jacob,Ellen,,200,
0000-0001-5716-6851,Matthew C. H. Leung,Matthew,Leung,Matthew C. H. Leung,200,
0000-0001-5719-8482,Claire A Berman,Claire A,Berman,Claire A Berman,200,
0000-0001-5720-2568,Thomas Underwood,Thomas,Underwood,,200,
0000-0001-5722-9218,Douglas M. Mosher,Douglas,Mosher,Douglas M. Mosher,200,
0000-0001-5723-0737,Dilansu Guneykaya,Dilansu,Guneykaya,,200,
0000-0001-5725-160X,Marilina de Sautu,Marilina,de Sautu,,200,
0000-0001-5725-8852,Carolina dos Anjos,Carolina,dos Anjos,,200,
0000-0001-5726-4865,SueYeon Chung,SueYeon,Chung,,200,
0000-0001-5729-0289,Ari Turkiewicz,Ari,Turkiewicz,,200,
0000-0001-5730-3844,Jun Feng,Jun,Feng,,200,
0000-0001-5730-9904,Gu-Yeon Wei,Gu-Yeon,Wei,,200,
0000-0001-5733-6769,Xin Lin,Xin,Lin,,200,
0000-0001-5736-5180,Aditi Saxena,Aditi,Saxena,,200,
0000-0001-5736-7004,Joel Melquiades,Joel,Melquiades,,200,
0000-0001-5737-9638,Elizabeth McKenna,Elizabeth,McKenna,,200,
0000-0001-5740-707X,Ellen  Bublick,Ellen ,Bublick,,200,
0000-0001-5743-1854,Parris Humphrey,Parris,Humphrey,,200,
0000-0001-5744-2414,Ibolya Csecs,Ibolya,Csecs,,200,
0000-0001-5744-5500,Julia Oswald,Julia,Oswald,,200,
0000-0001-5749-3000,Javier M. Romero,Javier M.,Romero,,200,
0000-0001-5751-2806,Joshua R Niska,Joshua,Niska,Joshua R Niska,200,
0000-0001-5752-4911,beatriz e dorsey,beatriz e,dorsey,,200,
0000-0001-5753-3586,Vinish Aravindakshan,Vinish,Aravindakshan,,200,
0000-0001-5754-6176,Lisa Traunmueller,Lisa,Traunmueller,,200,
0000-0001-5755-6833,"Daniel Paech, MD, PhD",Daniel,Paech,"Daniel Paech, MD, PhD",200,
0000-0001-5757-1494,Marc McGee,Marc,McGee,,200,
0000-0001-5758-5482,Wei Chen,Wei,Chen,,200,
0000-0001-5758-966X,Aparna  Krishnamoorthy,Aparna ,Krishnamoorthy,,200,
0000-0001-5761-719X,Ebru Oral,Ebru,Oral,,200,
0000-0001-5763-8038,Julia Sarreal,Julia,Sarreal,,200,
0000-0001-5764-3929,Karolina Sekita,Karolina,Sekita,,200,
0000-0001-5765-3545,Bahman Khodadadi,Bahman,Khodadadi,,200,
0000-0001-5766-0761,Mehret Dubale,Mehret Amsalu,Dubale,Mehret Dubale,200,
0000-0001-5768-0535,Susanna Dang,Susanna,Dang,,200,
0000-0001-5771-7721,Xianyang Bao,Xianyang,Bao,,200,
0000-0001-5775-408X,Xuefeng Wang,Xuefeng,Wang,,200,
0000-0001-5775-5488,Ni Yan,Ni,Yan,,200,
0000-0001-5776-4333,Anna Wadhwa,Anna,Wadhwa,,200,
0000-0001-5778-7615,Shubhankar Nath,Shubhankar,Nath,,200,
0000-0001-5779-0339,Bruce Rasmussen,Bruce,Rasmussen,,200,
0000-0001-5780-6206,Jenna M. Cook,Jenna,Cook,Jenna M. Cook,200,
0000-0001-5784-3103,Ying Bao,Ying,Bao,,200,
0000-0001-5785-6289,Rodrigo Telles,Rodrigo,Telles,Rodrigo Telles,200,
0000-0001-5786-9768,Zuwan Lin,Zuwan,Lin,,200,
0000-0001-5788-8803,Christian Lars Johannes Otfried Jürgen Neufeldt,Christian Lars Johannes Otfried Jürgen,Neufeldt,,200,
0000-0001-5789-0399,Eswarreddy Bhimireddy,Eswarreddy,Bhimireddy,,200,
0000-0001-5790-1676,Vasiliki Apostolou,Vasiliki,Apostolou,,200,
0000-0001-5793-0127,Cosmos Yuqi Wang,Cosmos Yuqi,Wang,,200,
0000-0001-5796-5290,Kok Siong Chen,Kok Siong,Chen,,200,
0000-0001-5800-5443,Allison Goldstein ,Allison,Goldstein ,,200,
0000-0001-5801-872X,Alexandre Girão,Alexandre,Girão,,200,
0000-0001-5805-8959,Katherine Xiang,Katherine,Xiang,,200,
0000-0001-5807-7578,Alexandra Veloso,Alexandra,Bacquelaine Veloso,Alexandra Veloso,200,
0000-0001-5807-9493,Rui Zhang,Rui,Zhang,,200,
0000-0001-5809-8731,Rebecca Whitehouse,Rebecca,Whitehouse,,200,
0000-0001-5813-1386,Hajime Takase,Hajime,Takase,,200,
0000-0001-5813-8449,Marco Carrasco-Villanueva,Marco Alberto,Carrasco Villanueva,Marco Carrasco-Villanueva,200,
0000-0001-5816-9181,Lauren A. M. Lebois,Lauren,Lebois,Lauren A. M. Lebois,200,
0000-0001-5819-0108,Nicole Maestas,Nicole,Maestas,,200,
0000-0001-5819-6008,Marissa Mery,Marissa,Mery,,200,
0000-0001-5820-2068,Ilan Rubin,Ilan,Rubin,,200,
0000-0001-5821-1722,Sarah  Hummel,Sarah ,Hummel,,200,
0000-0001-5822-7724,Yaprak Onder,Yaprak,Onder,,200,
0000-0001-5823-6591,Eduardo Henrique de Souza Oliveira,Eduardo Henrique,de Souza Oliveira,,200,
0000-0001-5826-8761,Thais Boccia da Costa,Thais,Boccia da Costa,,200,
0000-0001-5831-3243,Catherine Berkey,Catherine,Berkey,,200,
0000-0001-5835-6534,Molly Pucci,Molly,Pucci,,200,
0000-0001-5837-3203,Joseph P. Newhouse,Joseph P.,Newhouse,,200,
0000-0001-5841-8264,Benjy Firester,Benjamin,Firester,Benjy Firester,200,
0000-0001-5841-831X,Hong-Ye Hu,Hong-Ye,Hu,Hong-Ye Hu,200,
0000-0001-5845-9779,Marina Celestine,Marina,Celestine,Marina Celestine,200,
0000-0001-5847-1743,James Cross,James,Cross,,200,
0000-0001-5849-2552,Spiro Pollalis,Spiro,Pollalis,,200,
0000-0001-5859-9528,Eyal Krispin,Eyal,Krispin,,200,
0000-0001-5860-6097,Michael M. Lindeborg,Michael M.,Lindeborg,,200,
0000-0001-5861-1152,Angelika Kratzer,Angelika,Kratzer,,200,
0000-0001-5864-0404,Xun Gao,Xun,Gao,,200,
0000-0001-5865-8524,Harish A. Lingam,Harish,Lingam,Harish A. Lingam,200,
0000-0001-5871-6245,Albert Steppi,Albert,Steppi,,200,
0000-0001-5872-5889,Sandra Galan-Frei,Sandra,Galan-Frei,,200,
0000-0001-5879-0461,Sarfraz Ahmed,Sarfraz,Ahmed,,200,
0000-0001-5881-6975,Felix A Sosa,Felix,Sosa,Felix A Sosa,200,
0000-0001-5885-1340,Amin Mahpour,Amin,Mahpour,,200,
0000-0001-5885-7881,Aaron F. Straight,Aaron,Straight,Aaron F. Straight,200,
0000-0001-5886-7174,Jianhan Zhou,Jianhan,Zhou,Jianhan Zhou,200,
0000-0001-5887-581X,Arash Anvari,Arash,Anvari,,200,
0000-0001-5887-7030,Santiago Giner Olavarrieta,Santiago,Giner Olavarrieta,,200,
0000-0001-5888-2972,Stephanie Hillsgrove,Stephanie,Hillsgrove,,200,
0000-0001-5888-5372,Faith O. Majekolagbe,Faith O.,Majekolagbe,,200,
0000-0001-5889-2767,Gustavo A. Bravo,Gustavo,Bravo,Gustavo A. Bravo,200,
0000-0001-5889-3970,Marta Karas,Marta,Karas,,200,
0000-0001-5889-7816,David Pont-Esteban,David,Pont-Esteban,,200,
0000-0001-5894-8062,Alexander Mee-Woong Kim,Alexander,Kim,Alexander Mee-Woong Kim,200,
0000-0001-5895-7460,Susannah Leigh Rose,Susannah Leigh,Rose,,200,
0000-0001-5896-031X,YiQing Lü,YiQing,Lü,,200,
0000-0001-5896-963X,Marcelle Machluf,Marcelle,Machluf,,200,
0000-0001-5897-1713,Emilie Leroy,Emilie,Leroy,,200,
0000-0001-5900-5074,Derrick Amoako,Derrick,Amoako,,200,
0000-0001-5900-7504,Juying Lai,Juying,Lai,,200,
0000-0001-5901-9783,Elia Gorokhovsky,Elia,Gorokhovsky,,200,
0000-0001-5903-131X,Evelynne S. Fulda,Evelynne,Fulda,Evelynne S. Fulda,200,
0000-0001-5905-6517,Geoffrey Fudenberg,Geoffrey,Fudenberg,Geoffrey Fudenberg,200,
0000-0001-5906-8243,Charles Longtine,Charles,Longtine,,200,
0000-0001-5908-6820,Alan Wong,Alan,Wong,,200,
0000-0001-5908-9765,Bailey Bowcutt,Bailey,Bowcutt,,200,
0000-0001-5909-7802,Alex Yenkin,Alex,Yenkin,,200,
0000-0001-5913-2700,MAYANK MANGESH GHOGALE,MAYANK MANGESH,GHOGALE,,200,
0000-0001-5914-6862,Albert Salas-Huetos,Albert,Salas-Huetos,,200,
0000-0001-5915-1848,Aylin Acun,Aylin,Acun,,200,
0000-0001-5919-8742,Arthur J Schick III,Arthur,Schick,Arthur J Schick III,200,
0000-0001-5920-2801,Yingqian Chen,Yingqian,Chen,,200,
0000-0001-5922-4082,Robert Meade,Robert,Meade,,200,
0000-0001-5922-4154,Amanda Reich,Amanda,Reich,,200,
0000-0001-5923-6825,Richard Schultz,Richard,Schultz,,200,
0000-0001-5923-7502,Mikael Hiberg Naghizadeh,Mikael Hiberg,Naghizadeh,Mikael Hiberg Naghizadeh,200,
0000-0001-5924-5211,Timothy Brady,Timothy,Brady,,200,
0000-0001-5925-8768,Marcus Ossiander,Marcus,Ossiander,,200,
0000-0001-5926-4682,Robert Lee,Robert,Lee,,200,
0000-0001-5927-4397,Daniel Miller,Daniel,Miller,,200,
0000-0001-5927-7416,Linda Hermer,Linda,Hermer,,200,
0000-0001-5928-9396,Daniel Ebanks,Daniel,Ebanks,,200,
0000-0001-5933-5815,Sarah Schlegel,Sarah,Schlegel,,200,
0000-0001-5934-4391,Amar Prasad Gupta,Amar Prasad,Gupta,,200,
0000-0001-5937-8567,Ogonna  Nnamani Silva ,Ogonna ,Nnamani Silva ,,200,
0000-0001-5938-8335,Shobha Vasudevan,Shobha,Vasudevan,,200,
0000-0001-5940-6150,Evan O'Loughlin,Evan,O'Loughlin,,200,
0000-0001-5944-1183,Asher Mishaly,Asher,Mishaly,,200,
0000-0001-5944-2493,Patrice Groomes,Patrice,Groomes,,200,
0000-0001-5944-5678,Shelby Clark,Shelby,Clark,,200,
0000-0001-5945-737X,Nhan Huynh,Nhan,Huynh,,200,
0000-0001-5946-6428,Kalon Ho,Kalon,Ho,,200,
0000-0001-5946-8300,Igor L. Gomes-Santos,Igor Lucas,Gomes dos Santos,Igor L. Gomes-Santos,200,
0000-0001-5946-9629,Theodore Betley,Theodore,Betley,,200,
0000-0001-5948-0174,Eric Wei,Eric,Wei,,200,
0000-0001-5951-1292,Zuen Ren,Zuen,Ren,,200,
0000-0001-5954-5660,Matthew Brennan,Matthew,Brennan,,200,
0000-0001-5956-4693,Xiaogang Wang,Xiaogang,Wang,,200,
0000-0001-5957-3063,Bradley English,Bradley,English,,200,
0000-0001-5965-0460,Hannah Gilbert,Hannah,Gilbert,,200,
0000-0001-5970-7324,Joisa Campanher Dutra Saraiva,Joisa Campanher Dutra,Saraiva,,200,
0000-0001-5971-3097,Mark Zielstorff,Mark,Zielstorff,,200,
0000-0001-5979-1562,Jennifer Hochschild,Jennifer,Hochschild,,200,
0000-0001-5980-1417,Jairo A. Moreno-González,Jairo A.,Moreno-González,,200,
0000-0001-5980-268X,Roy Gordon,Roy,Gordon,,200,
0000-0001-5984-3190,Joshua Mornhinweg,Joshua,Mornhinweg,,200,
0000-0001-5985-5714,Emily Balskus,Emily,Balskus,,200,
0000-0001-5994-4338,Ren Liu,Ren,Liu,,200,
0000-0001-6000-8387,Stephen Kissler,Stephen,Kissler,,200,
0000-0001-6001-7208,Maryam Kazemi,Maryam,Kazemi,,200,
0000-0001-6005-1895,Emmalyn Lecky,Emmalyn,Lecky,,200,
0000-0001-6006-3909,Gerome Vallejos,Gerome,Vallejos,,200,
0000-0001-6008-1947,Wisam Nabeel Ibrahim,Wisam Nabeel,Ibrahim,Wisam Nabeel Ibrahim,200,
0000-0001-6008-2720,Georg Hahn,Georg,Hahn,Georg Hahn,200,
0000-0001-6009-3892,Simone Ummarino,Simone,Ummarino,,200,
0000-0001-6012-1451,Jeffrey Holzgrafe,Jeffrey,Holzgrafe,,200,
0000-0001-6013-8544,Jingyi Chi,Jingyi,Chi,,200,
0000-0001-6015-4333,Kritika Vashishtha,Kritika,Vashishtha,,200,
0000-0001-6018-0793,"Li YI, PhD",Li,Yi,"Li YI, PhD",200,
0000-0001-6023-1060,Mahesh Chandra Kodali,Mahesh Chandra,Kodali,,200,
0000-0001-6023-6523,Da Zhi,Da,Zhi,,200,
0000-0001-6024-3037,Cong Liu,Cong,Liu,,200,
0000-0001-6025-3243,Nisan Ozana,Nisan,Ozana,,200,
0000-0001-6025-713X,Ahmad Zareei,Ahmad,Zareei,,200,
0000-0001-6029-0597,Christoph Gräni,Christoph,Gräni,,200,
0000-0001-6031-830X,Sarah Somji,Sarah,Somji,,200,
0000-0001-6033-2013,Zerin Mahzabin Khan,Zerin Mahzabin,Khan,Zerin Mahzabin Khan,200,
0000-0001-6033-4975,Daniel M. Kim,Daniel,Kim,Daniel M. Kim,200,
0000-0001-6036-0399,Xandra O. Breakefield,Xandra O.,Breakefield,,200,
0000-0001-6039-0061,Jeffrey Post,Jeffrey,Post,,200,
0000-0001-6041-5118,Courtney Lewis,Courtney,Lewis,,200,
0000-0001-6047-7415,Mark Esposito,Mark,Esposito,,200,
0000-0001-6048-376X,Katie Ulrich,Katie,Ulrich,,200,
0000-0001-6049-8494,Kimberly Meerschaert,Kimberly,Meerschaert,,200,
0000-0001-6049-9681,Jenny Soyeon Lee,Jenny Soyeon,Lee,,200,
0000-0001-6051-954X,Menghan Shen,Menghan,Shen,,200,
0000-0001-6055-4812,Muhammad Yasir Zahoor,Muhammad Yasir,Zahoor,,200,
0000-0001-6056-7250,Peter Vu,Peter,Vu,,200,
0000-0001-6057-950X,Aaron Cohen,Aaron,Cohen,,200,
0000-0001-6059-0688,Gernot Wagner,Gernot,Wagner,,200,
0000-0001-6059-6270,Chris Sander,Chris,Sander,,200,
0000-0001-6067-972X,Kenneth B. Christopher,Kenneth B.,Christopher,Kenneth B. Christopher,200,
0000-0001-6068-2902,Zifan Wang,Zifan,Wang,,200,
0000-0001-6068-4430,Samuel Bowles,Samuel,Bowles,,200,
0000-0001-6070-0592,Jin-Mi Heo,Jin-Mi,Heo,,200,
0000-0001-6070-231X,Bjorn Olsen,Bjorn,Olsen,,200,
0000-0001-6070-8017,Tigist Menkir,Tigist,Menkir,,200,
0000-0001-6074-2098,Lawrence Weru,Lawrence,Weru,,200,
0000-0001-6075-3176,W. Shane Journeay,W. Shane,Journeay,,200,
0000-0001-6079-8067,Hayoun Won,Hayoun,Won,,200,
0000-0001-6081-0513,Namrata Nilavar,Namrata,Nilavar,,200,
0000-0001-6082-2143,CHENGYU LIANG,CHENGYU,LIANG,,200,
0000-0001-6083-6924,Vaskar Gnyawali,Vaskar,Gnyawali,,200,
0000-0001-6086-5522,Phoebe Lickwar,Phoebe,Lickwar,,200,
0000-0001-6088-0650,Mary Lowe,Mary,Lowe,,200,
0000-0001-6088-1522,Niki Tsironis,Niki,Tsironis,,200,
0000-0001-6088-4213,Yu Zhang,Yu,Zhang,,200,
0000-0001-6089-3339,Frances Hancock,Frances,Hancock,,200,
0000-0001-6093-2262,Kristen Koenig,Kristen,Koenig,,200,
0000-0001-6094-2305,Neng Wan,Neng,Wan,,200,
0000-0001-6095-076X,Zameer Bharwani,Zameer,Bharwani,,200,
0000-0001-6095-2431,Janabel Xia,Janabel,Xia,,200,
0000-0001-6095-2466,John Bachman,John,Bachman,,200,
0000-0001-6098-9998,Kathleen F Vincent,Kathleen Frances,Vincent,Kathleen F Vincent,200,
0000-0001-6099-1481,Donna Orwin,Donna,Orwin,,200,
0000-0001-6099-3268,Alan J. Tu,Alan,Tu,Alan J. Tu,200,
0000-0001-6100-8581,Justin Martin,Justin,Martin,,200,
0000-0001-6103-4288,Badrinath Jagannath,Badrinath,Jagannath,,200,
0000-0001-6104-6350,Wei Gu,Wei,Gu,,200,
0000-0001-6104-7943,Christopher Palmer,Christopher,Palmer,,200,
0000-0001-6106-8541,Scott Wahlstrom,Scott,Wahlstrom,,200,
0000-0001-6107-6138,Desmond Yengi,Desmond,Yengi,,200,
0000-0001-6107-7376,Deborah Blacker,Deborah,Blacker,,200,
0000-0001-6110-0169,Suhrid Ghosh,Suhrid,Ghosh,,200,
0000-0001-6111-9521,Flavia Garcez,Flavia,Garcez,,200,
0000-0001-6116-3020,Kaavya Narasimhalu,Kaavya,Narasimhalu,,200,
0000-0001-6116-8067,Jacob Paiano,Jacob,Paiano,,200,
0000-0001-6117-1151,Santosh Shenoy,Santosh,Shenoy,,200,
0000-0001-6118-9466,Marilyn D. Resh,Marilyn,Resh,Marilyn D. Resh,200,
0000-0001-6119-0889,Edward Christopher Dee,Edward Christopher,Dee,,200,
0000-0001-6120-2173,Bassam Khoury,Bassam,Khoury,,200,
0000-0001-6123-5661,Lawrence J. Kaiser,Lawrence,Kaiser,Lawrence J. Kaiser,200,
0000-0001-6129-5779,Dylan Barber,Dylan,Barber,,200,
0000-0001-6130-6810,Amitai Miller,Amitai,Miller,,200,
0000-0001-6132-9254,Seunghyun Wang,Seunghyun,Wang,,200,
0000-0001-6133-3333,Youjia Li,Youjia,Li,,200,
0000-0001-6135-4708,Whitney Golden,Whitney,Golden,,200,
0000-0001-6135-9998,Magdalena Sevilla-González,Magdalena,Sevilla-González,,200,
0000-0001-6136-392X,Sara O'Brien,Sara,O'Brien,,200,
0000-0001-6141-3704,Daniela Jesica Di Bella,Daniela Jesica,Di Bella,,200,
0000-0001-6141-3771,Mélina Cordeau,Mélina,Cordeau,,200,
0000-0001-6142-0285,Mara Murray Horwitz,Mara,Murray Horwitz,,200,
0000-0001-6143-0619,Brianna Turner,Brianna,Turner,,200,
0000-0001-6149-3142,Sizun Jiang,Sizun,Jiang,,200,
0000-0001-6150-8797,Qiang Gao,Qiang,Gao,,200,
0000-0001-6151-4310,James R. Rice,James R.,Rice,James R. Rice,200,
0000-0001-6151-6930,Jackson Nyman,Jackson,Nyman,,200,
0000-0001-6152-8456,L A Liggett,L A,Liggett,,200,
0000-0001-6155-8532,Valdimara  Corrêa Vieira,Valdimara ,Corrêa Vieira,,200,
0000-0001-6157-0902,Madhumita Chatterji,Madhumita,Chatterji,,200,
0000-0001-6157-8840,Meng Zhu,Meng,Zhu,,200,
0000-0001-6159-4111,Hannah Frydman,Hannah,Frydman,,200,
0000-0001-6161-3431,Bradley Quade,Bradley,Quade,,200,
0000-0001-6164-4617,Nicholas Marston,Nicholas,Marston,,200,
0000-0001-6164-5257,Albert Lin,Albert,Lin,,200,
0000-0001-6165-7696,Benjamin de Bivort,Benjamin,de Bivort,,200,
0000-0001-6166-9734,Elizabeth A. Carosella,Elizabeth A.,Carosella,Elizabeth A. Carosella,200,
0000-0001-6167-6328,Lynn Matthews,Lynn,Matthews,,200,
0000-0001-6168-6294,Alan D'Andrea,Alan,D'Andrea,,200,
0000-0001-6169-4243,Hao  Yu,Hao ,Yu,,200,
0000-0001-6171-5091,Benjamin Lee,Benjamin,Lee,,200,
0000-0001-6172-6890,Giovanni-Efrain Reyes-Ortiz,Giovanni-Efrain,Reyes-Ortiz,,200,
0000-0001-6173-4815,Yeonhee  Cho,Yeonhee ,Cho,,200,
0000-0001-6176-9380,Lucas Kello,Lucas,Kello,,200,
0000-0001-6178-0133,Dimitrios Kanellakis,Dimitrios,Kanellakis,,200,
0000-0001-6180-8183,Hao Wu,Hao,Wu,,200,
0000-0001-6184-204X,Michael Cerny,Michael,Cerny,,200,
0000-0001-6187-4164,David Glass,David,Glass,,200,
0000-0001-6187-9344,Alexis Mulski,Alexis,Mulski,,200,
0000-0001-6189-1466,Cynthia Guo,Cynthia,Guo,,200,
0000-0001-6189-830X,Kristen Nishimi,Kristen,Nishimi,,200,
0000-0001-6190-8352,Maria Jessica Bruzzone,Maria Jessica,Bruzzone,,200,
0000-0001-6194-9568,Max Brambach,Max,Brambach,,200,
0000-0001-6195-5271,Martha Whitehead,Martha,Whitehead,,200,
0000-0001-6200-0960,Ernesto Stein,Ernesto,Stein,,200,
0000-0001-6202-8445,Michael Brenner,Michael,Brenner,,200,
0000-0001-6205-9698,Zitely Tzompa-Sosa,Zitely,Tzompa-Sosa,,200,
0000-0001-6207-2147,Hongjin Lin,Hongjin,Lin,,200,
0000-0001-6207-6455,Ke Li,Ke,Li,Ke Li,200,
0000-0001-6210-9341,Martina McGrath,Martina,McGrath,,200,
0000-0001-6211-6322,Liuchuan Tong,Liuchuan,Tong,,200,
0000-0001-6211-7608,Akash Shah,Akash,Shah,,200,
0000-0001-6212-7443,Meryem Malik,Meryem,Malik,,200,
0000-0001-6213-1151,My H. Do,My H.,Do,My H. Do,200,
0000-0001-6214-4294,Monika Haack,Monika,Haack,,200,
0000-0001-6215-5161,Craig E. Smith,Craig,Smith,Craig E. Smith,200,
0000-0001-6217-790X,Arda Halu,Arda,Halu,,200,
0000-0001-6219-8671,Julie C. Wang,Julie,Wang,Julie C. Wang,200,
0000-0001-6222-1552,M. Furkan Burak,Mehmet Furkan,Burak,M. Furkan Burak,200,
0000-0001-6222-7954,Robert Fox,Robert,Fox,,200,
0000-0001-6224-835X,Hyung Joon Kim,Hyung Joon,Kim,,200,
0000-0001-6225-7598,Ediz Calay,Ediz,Calay,,200,
0000-0001-6226-160X,Roopa Madhu,Roopa,Madhu,,200,
0000-0001-6226-8385,Witold Kozanecki,Witold,Kozanecki,,200,
0000-0001-6227-489X,Avia Tadmor,Avia,Tadmor,,200,
0000-0001-6227-5403,Cristine A. Kalinski,Cristine,Kalinski,Cristine A. Kalinski,200,
0000-0001-6232-9678,Priya P. Shah,Priya,Shah,Priya P. Shah,200,
0000-0001-6232-9969,george church,george,church,,200,
0000-0001-6233-6659,Irune Guerra San Juan,Irune,Guerra San Juan,,200,
0000-0001-6237-3206,Zengbao Cui,Zengbao,Cui,,200,
0000-0001-6239-2925,Zahra Bagheri,Zahra,Bagheri,,200,
0000-0001-6240-3073,"Pushpanathan Muthuirulan Ph.D.,",Muthuirulan,Pushpanathan,"Pushpanathan Muthuirulan Ph.D.,",200,
0000-0001-6242-3031,Susanna Gallani,Susanna,Gallani,Susanna Gallani,200,
0000-0001-6247-2220,Fernanda Viana Cabral,Fernanda,Viana Cabral,,200,
0000-0001-6252-2646,Natassia Vieira Serafini,Natassia,Vieira Serafini,,200,
0000-0001-6255-5077,Sarah Iams,Sarah,Iams,,200,
0000-0001-6256-2517,George Kavalam,George,Kavalam,,200,
0000-0001-6257-928X,Sultan Alamer,Sultan,Alamer,,200,
0000-0001-6258-0010,Anne Sofie Beck Knudsen,Anne Sofie Beck,Knudsen,,200,
0000-0001-6261-3046,Lauren Kunze,Lauren,Kunze,,200,
0000-0001-6268-6843,Shilpa Grover,Shilpa,Grover,,200,
0000-0001-6269-0180,Eugene Cheung,Eugene,Cheung,,200,
0000-0001-6270-8395,Andrew Pawlowski,Andrew,Pawlowski,,200,
0000-0001-6270-8475,Curtis Raynold,Curtis,Raynold,,200,
0000-0001-6271-4816,Bradley H. Crotty,Bradley H.,Crotty,Bradley H. Crotty,200,
0000-0001-6272-2090,Kevin O'Rourke,Kevin,O'Rourke,,200,
0000-0001-6277-8246,Naomi Weiss,Naomi,Weiss,,200,
0000-0001-6278-278X,Yuzhou Bai,Yuzhou,Bai,,200,
0000-0001-6278-9068,Juan Perez-Mercader,Juan,Perez-Mercader,,200,
0000-0001-6279-5513,Jose Manuel Lizama Gonzalez,Jose Manuel,Lizama Gonzalez,,200,
0000-0001-6282-2657,Lakmali Munasinghage Silva,Lakmali,Munasinghage Silva,,200,
0000-0001-6283-8843,Dong Feng Chen,Dong Feng,Chen,Dong Feng Chen,200,
0000-0001-6283-9168,Kara Lavidge McKinley,Kara,McKinley,Kara Lavidge McKinley,200,
0000-0001-6286-6895,Shahid Bashir,Shahid,Bashir,,200,
